area_type,availability,location,size,total_sqft,bath,balcony,price
3,Ready To Move,High grounds,3 BHK,1900,2.0,2.0,190.0
0,Ready To Move,Whitefield,3 BHK,1435,3.0,2.0,45.0
3,18-Dec,Electronics City Phase 1,2 BHK,1175,2.0,2.0,64.98
3,Ready To Move,KUDLU MAIN ROAD,3 BHK,1464,3.0,2.0,56.0
0,Ready To Move,Doddabidrakallu,2 BHK,900,2.0,1.0,33.0
3,Ready To Move,Electronics City Phase 1,1 BHK,585,1.0,1.0,21.0
2,Ready To Move,Jigani,4 Bedroom,3170,5.0,2.0,230.0
3,18-May,Shanti Nagar,3 BHK,1602,2.0,1.0,170.0
3,Ready To Move,Thanisandra,2 BHK,1220,2.0,2.0,42.0
3,Ready To Move,Rajaji Nagar,3 BHK,2500,3.0,3.0,350.0
3,Ready To Move,Sarjapur  Road,3 BHK,2145,3.0,3.0,180.0
3,Ready To Move,Bannerghatta Road,2 BHK,960,2.0,3.0,58.0
3,Ready To Move,NGR Layout,1 BHK,907,1.0,1.0,38.0
3,Ready To Move,Old Madras Road,2 BHK,1210,2.0,1.0,74.0
2,Ready To Move,Kammanahalli,4 Bedroom,900,4.0,1.0,150.0
3,Ready To Move,Jnana Ganga Nagar,2 BHK,1230,2.0,2.0,70.0
3,Ready To Move,5th Phase JP Nagar,3 BHK,1350,2.0,1.0,75.0
3,Ready To Move,Kenchenahalli,2 BHK,1150,2.0,2.0,58.0
3,19-Apr,Sarjapur,3 BHK,1404,2.0,0.0,53.35
3,Ready To Move,OMBR Layout,2 BHK,1050,2.0,3.0,48.0
2,Ready To Move,Kothanur,8 Bedroom,1020,10.0,0.0,155.0
3,Ready To Move,Yelahanka,2 BHK,1285,2.0,2.0,56.0
3,Ready To Move,Hormavu,2 BHK,1018,2.0,1.0,50.8
2,Ready To Move,Hoskote,3 Bedroom,1200,3.0,2.0,57.0
3,Ready To Move,Sarjapur  Road,2 BHK,1115,2.0,2.0,50.0
3,Ready To Move,Ejipura,3 BHK,1600,3.0,3.0,95.0
3,21-Sep,9th Phase JP Nagar,2 BHK,1480,2.0,1.0,80.0
0,Ready To Move,Kodichikkanahalli,5 Bedroom,2500,7.0,0.0,125.0
0,Ready To Move,Kaval Byrasandra,1 BHK,480,1.0,1.0,25.0
3,Ready To Move,Akshaya Nagar,3 BHK,1435,3.0,3.0,53.0
0,Ready To Move,Lingarajapuram,1 BHK,450,1.0,2.0,60.0
3,Ready To Move,Austin Town,1 BHK,600,2.0,0.0,23.0
3,Ready To Move,CV Raman Nagar,3 BHK,1590,2.0,3.0,85.0
2,Immediate Possession,Hoskote,,800 - 2660,2.0,2.0,28.545
0,Ready To Move,Nagavara,2 BHK,936,2.0,0.0,40.2
3,Ready To Move,Banashankari,2 BHK,1181,2.0,1.0,75.0
3,18-Apr,Kengeri,3 BHK,1741,3.0,2.0,80.0
3,19-Dec,JP Nagar,3 BHK,1750,3.0,1.0,123.0
3,Ready To Move,Varthur Road,2 BHK,1050,2.0,2.0,42.7
3,17-Dec,Tumkur Road,2 BHK,1027,2.0,1.0,60.0
0,Ready To Move,Geleyara Balaga Layout,2 BHK,596,2.0,1.0,22.0
0,Ready To Move,Dollar Scheme Colony,4 BHK,3463,6.0,0.0,310.0
0,Ready To Move,Sector 2 HSR Layout,3 BHK,1600,3.0,2.0,70.0
3,19-Mar,Hebbal,4 BHK,2790,5.0,3.0,198.0
3,Ready To Move,Sahakara Nagar,2 BHK,1000,2.0,1.0,60.0
3,18-Apr,Varthur,2 BHK,1120,2.0,2.0,44.24
2,Ready To Move,Jinkethimmanahalli,2 Bedroom,1200,2.0,0.0,85.0
3,18-Jun,Kothnoor Dinne,2 BHK,1200,2.0,2.0,35.0
3,Ready To Move,Kasturi Nagar,3 BHK,1570,3.0,2.0,110.0
3,Ready To Move,Koramangala,3 BHK,1500,3.0,1.0,135.0
0,Ready To Move,Frazer Town,2 BHK,1315,2.0,2.0,140.0
3,18-Apr,Electronic City Phase II,2 BHK,1140,2.0,1.0,33.84
3,Ready To Move,Banashankari,2 BHK,1105,2.0,2.0,90.0
0,18-Dec,Electronic City,2 BHK,1200,2.0,1.0,34.65
3,18-Dec,Whitefield,1 BHK,905,1.0,1.0,62.0
2,Ready To Move,HSR Layout,4 Bedroom,2400,4.0,0.0,350.0
3,Ready To Move,Kudlu Gate,2 BHK,1185,2.0,1.0,50.0
3,Ready To Move,Koramangala,2 BHK,1083,2.0,1.0,100.0
3,Ready To Move,Rayasandra,3 BHK,1458,3.0,2.0,60.0
3,Ready To Move,Hormavu,3 BHK,1555,3.0,2.0,75.0
0,Ready To Move,Devi Nagar,2 BHK,1200,2.0,2.0,45.0
3,Ready To Move,Sarjapur  Road,2 BHK,1308,2.0,1.0,58.86
3,Ready To Move,Kudlu,2 BHK,1024,2.0,2.0,44.0
3,Ready To Move,Parappana Agrahara,2 BHK,1194,2.0,2.0,47.0
3,Ready To Move,Kanakapura,3 BHK,1450,3.0,1.0,75.0
3,Ready To Move,Seegehalli,3 BHK,1639,3.0,3.0,120.0
3,19-Jun,Whitefield,3 BHK,1870,3.0,2.0,138.0
3,18-Oct,Hennur Road,2 BHK,1232,2.0,1.0,87.0
3,Ready To Move,Kasavanhalli,3 BHK,1719,3.0,1.0,184.0
3,18-May,Chandapura,2 BHK,975,2.0,1.0,24.86
3,Ready To Move,New Gurappana Palya,3 BHK,2000,4.0,2.0,130.0
3,Ready To Move,Jakkur,2 BHK,1230,2.0,1.0,79.0
2,Ready To Move,Guddadahalli,4 Bedroom,1350,4.0,2.0,140.0
3,Ready To Move,KR Puram,2 BHK,1076,2.0,2.0,67.0
0,Ready To Move,Kumaraswami Layout,7 Bedroom,2400,7.0,1.0,125.0
3,Ready To Move,Vasanthpura,3 BHK,995,2.0,2.0,34.82
3,Ready To Move,Kodigehaali,3 BHK,2120,3.0,2.0,177.0
2,Ready To Move,Kasthuri Nagar East Of NGEF,6 Bedroom,2400,7.0,2.0,460.0
2,Ready To Move,Chikka Gowdanapalya.,6 Bedroom,850,6.0,2.0,78.0
3,Ready To Move,Electronic City,2 BHK,1096,2.0,2.0,40.55
3,Ready To Move,Horamavu Agara,2 BHK,1107.83,2.0,1.0,41.51
0,Ready To Move,Chamrajpet,1 BHK,505,1.0,0.0,85.0
3,Ready To Move,Sarjapur  Road,2 BHK,1320,2.0,2.0,115.0
3,19-Mar,8th Phase JP Nagar,3 BHK,1408 - 1455,3.0,0.0,72.02
3,18-Feb,Whitefield,2 BHK,1320,2.0,1.0,99.26
3,Ready To Move,Whitefield,3 BHK,2901,4.0,2.0,190.0
0,Ready To Move,GM Palaya,3 BHK,1315,2.0,2.0,65.0
3,Ready To Move,VGP Layout,2 BHK,1000,2.0,1.0,44.0
3,Ready To Move,Hosakerehalli,3 BHK,1596,3.0,3.0,79.8
3,Ready To Move,Bannerghatta Road,3 BHK,1750,3.0,2.0,130.0
2,Ready To Move,Whitefield,4 Bedroom,2403,4.0,2.0,270.0
3,20-Dec,Old Madras Road,3 BHK,1350,3.0,2.0,47.25
3,Ready To Move,Old Madras Road,4 BHK,4050 - 4075,2.0,2.0,341.0
3,18-Jul,"TR Mill Road, Chamarajpet",2 BHK,1175,2.0,2.0,79.0
3,Ready To Move,Talaghattapura,2 BHK,921,2.0,1.0,29.47
0,Ready To Move,Malleshwaram,4 Bedroom,4000,4.0,2.0,1100.0
3,Ready To Move,Sultan Palaya,3 BHK,1713,3.0,3.0,125.0
0,Ready To Move,Ittamadu,2 BHK,1200,2.0,0.0,43.0
0,Ready To Move,8th Phase JP Nagar,3 Bedroom,1900,4.0,1.0,90.0
3,Ready To Move,Kudlu Gate,3 BHK,1664,3.0,2.0,68.0
3,19-Dec,Binny Pete,3 BHK,1795,3.0,2.0,139.0
0,Ready To Move,Kereguddadahalli,1 BHK,600,1.0,1.0,19.5
0,Ready To Move,Hoodi,2 BHK,1240,2.0,3.0,65.0
3,Ready To Move,Hegde Nagar,3 BHK,1965,4.0,2.0,132.0
2,Ready To Move,Vishveshwarya Layout,3 Bedroom,600,4.0,0.0,99.0
2,Ready To Move,Sarjapur,4 Bedroom,4111,4.0,1.0,370.0
3,19-Dec,Electronics City Phase 1,2 BHK,1200,2.0,2.0,59.76
3,Ready To Move,Ganga Nagar,2 BHK,1112,2.0,3.0,68.0
0,Ready To Move,Raja Rajeshwari Nagar,3 BHK,3000,3.0,2.0,60.0
3,Ready To Move,Mahadevpura,2 BHK,1136,2.0,3.0,64.5
3,Ready To Move,Jigani,2 BHK,914,2.0,2.0,55.0
3,Ready To Move,Poorna Pragna Layout,3 BHK,1270,2.0,1.0,50.79
3,Ready To Move,Rachenahalli,2 BHK,1050,2.0,2.0,47.25
3,Ready To Move,Marathahalli,3 BHK,1385,2.0,2.0,68.5
3,Ready To Move,Medahalli,2 BHK,990,2.0,3.0,35.0
0,Ready To Move,Yelahanka,2 BHK,845,2.0,2.0,43.0
3,20-Sep,Whitefield,2 BHK,1485,2.0,1.0,96.51
3,Ready To Move,Kanakapura,3 BHK,1460,2.0,3.0,43.79
3,Ready To Move,Thanisandra,2 BHK,1450,2.0,1.0,57.0
0,Ready To Move,HSR Layout,3 BHK,1360,2.0,1.0,53.0
0,Ready To Move,Singasandra,2 BHK,1375,2.0,3.0,58.0
3,Ready To Move,Uttarahalli,2 BHK,1125,2.0,1.0,48.0
3,Ready To Move,Banashankari,1 BHK,720,1.0,1.0,60.0
3,Ready To Move,7th Phase JP Nagar,3 BHK,1460,2.0,2.0,100.0
0,Ready To Move,Green View Layout,2 BHK,1107,2.0,2.0,40.0
0,Ready To Move,Maruthi Nagar,2 BHK,1158,2.0,3.0,75.0
3,Ready To Move,Yelachenahalli,2 BHK,800,1.0,1.0,30.0
2,Ready To Move,Sector 2 HSR Layout,9 Bedroom,600,9.0,2.0,90.0
3,Ready To Move,Bhoganhalli,3 BHK,1760,3.0,2.0,128.0
2,Ready To Move,Nandi Hills,4 Bedroom,3200,4.0,2.0,200.0
2,17-Dec,HAL 2nd Stage,2 Bedroom,600,3.0,2.0,145.0
0,Ready To Move,TC Palaya,3 Bedroom,1350,3.0,1.0,60.0
2,Ready To Move,Giri Nagar,6 Bedroom,600,6.0,3.0,100.0
0,18-Dec,Huskur,2 BHK,1125,2.0,1.0,32.49
3,Ready To Move,Frazer Town,3 BHK,1706,3.0,3.0,154.0
3,Ready To Move,BTM Layout,3 BHK,1600,3.0,2.0,112.0
3,Ready To Move,Ramesh Nagar,2 BHK,1200,2.0,0.0,90.0
3,Ready To Move,Whitefield,3 BHK,1755,3.0,3.0,101.0
3,Ready To Move,Hulimavu,2 BHK,1200,2.0,1.0,50.0
3,Ready To Move,BEML Layout,2 BHK,1200,2.0,2.0,67.0
3,Ready To Move,Chokkanahalli,2 BHK,1266.67,2.0,0.0,69.0
3,Ready To Move,Kariyammana Agrahara,3 BHK,1800,3.0,2.0,90.0
2,Ready To Move,Sector 7 HSR Layout,3 Bedroom,1200,4.0,1.0,275.0
3,22-Dec,2nd Phase Judicial Layout,3 BHK,1300,3.0,2.0,64.0
2,Ready To Move,Nirman Layout,3 Bedroom,800,3.0,3.0,60.0
2,Ready To Move,Whitefield,4 Bedroom,4800,5.0,2.0,550.0
3,18-May,Mysore Road,2 BHK,942 - 1117,2.0,0.0,50.855
3,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1128,2.0,2.0,40.0
2,Ready To Move,NS Palya,2 Bedroom,2000,2.0,1.0,160.0
3,18-Mar,Panathur,2 BHK,1210,2.0,1.0,80.0
3,18-Jul,Arekere,4 BHK,2710,6.0,2.0,142.0
3,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1151,2.0,2.0,39.0
3,19-Jan,Rajaji Nagar,5 BHK,7500,8.0,3.0,1700.0
3,Ready To Move,HOSUR MAIN ROAD,3 BHK,1464,3.0,2.0,56.0
3,Ready To Move,Electronic City,2 BHK,1017,2.0,2.0,27.0
0,Ready To Move,Sarjapur  Road,2 BHK,920,2.0,1.0,40.0
2,Ready To Move,HRBR Layout,4 Bedroom,1200,3.0,1.0,180.0
2,Ready To Move,Nyanappana Halli,5 Bedroom,1000,5.0,2.0,140.0
3,Ready To Move,Munnekollal,3 BHK,1750,3.0,3.0,86.5
0,Ready To Move,Dasanapura,2 BHK,1163,2.0,1.0,65.0
3,Ready To Move,7th Phase JP Nagar,3 BHK,1650,3.0,3.0,110.0
3,Ready To Move,Kundalahalli Colony,3 BHK,1800,3.0,3.0,95.0
3,Ready To Move,CV Raman Nagar,2 BHK,1100,2.0,1.0,58.0
0,Ready To Move,R.T. Nagar,2 BHK,1200,2.0,2.0,60.0
3,Ready To Move,Ganga Nagar,3 BHK,1410,3.0,2.0,65.0
3,19-Jun,Begur Road,3 BHK,1933,3.0,2.0,98.0
3,Ready To Move,Begur Road,2 BHK,1200,2.0,2.0,45.6
3,Ready To Move,Whitefield,3 BHK,1608,2.0,3.0,63.0
2,Ready To Move,Jakkasandra Extension,4 Bedroom,2679,5.0,2.0,280.0
3,Ready To Move,Horamavu Banaswadi,2 BHK,1156,2.0,2.0,46.9
2,18-Mar,T.C PALYA,2 Bedroom,1230,2.0,0.0,75.0
3,Ready To Move,Kasavanhalli,1 BHK,770,1.0,1.0,43.82
3,Ready To Move,Ardendale,3 BHK,1777.26,3.0,2.0,105.0
3,Ready To Move,Kanakpura Road,2 BHK,1339,2.0,2.0,85.0
0,18-Mar,Sarjapur  Road,3 Bedroom,3044,3.0,2.0,183.0
0,Ready To Move,Chennappa Layout,2 BHK,1080,2.0,2.0,44.8
1,Ready To Move,Doddabommasandra,8 Bedroom,3150,5.0,2.0,145.0
2,Ready To Move,Nagadevanahalli,2 Bedroom,2400,2.0,2.0,135.0
0,Ready To Move,Hulimavu,3 BHK,1450,3.0,3.0,72.0
3,18-Mar,Kothanur,2 BHK,1075,2.0,2.0,53.0
3,Ready To Move,Sarjapur  Road,3 BHK,1163,2.0,2.0,62.0
0,Ready To Move,TC Palaya,2 Bedroom,1200,2.0,0.0,65.0
2,Ready To Move,Kattigenahalli,8 Bedroom,1200,8.0,1.0,135.0
2,Ready To Move,Marathahalli,4 Bedroom,3090,4.0,2.0,325.0
0,Ready To Move,Hebbal,2 BHK,1299,2.0,1.0,100.0
0,18-Dec,Electronic City,2 BHK,1130,2.0,1.0,32.63
3,Ready To Move,HRBR Layout,2 BHK,1170,2.0,2.0,75.0
3,18-Mar,JP Nagar,3 BHK,1750 - 2640,2.0,2.0,152.0
3,Ready To Move,Yelahanka,4 BHK,2600,4.0,3.0,175.0
3,Ready To Move,KR Puram,2 BHK,1140,2.0,1.0,43.32
3,Ready To Move,Kanakpura Road,3 BHK,1900,3.0,3.0,125.0
0,18-Jul,Bommasandra Industrial Area,2 BHK,1090,2.0,1.0,31.48
3,Ready To Move,Electronic City,2 BHK,1110,2.0,1.0,39.95
3,18-Jan,Nagavarapalya,1 BHK,705,1.0,1.0,57.0
3,Ready To Move,HBR Layout,2 BHK,1089,2.0,1.0,60.0
2,Ready To Move,tc.palya,2 Bedroom,880,2.0,1.0,48.0
0,Ready To Move,Kereguddadahalli,2 BHK,1080,2.0,2.0,32.0
3,18-Feb,Thanisandra,2 BHK,1093,2.0,1.0,68.1
3,18-Oct,Banashankari Stage III,3 BHK,1480,3.0,1.0,75.48
3,Ready To Move,Hegde Nagar,3 BHK,1703,3.0,2.0,125.0
3,Ready To Move,Hebbal,2 BHK,1200,2.0,1.0,60.0
3,Ready To Move,Marathahalli,3 BHK,1690,3.0,2.0,116.0
3,Ready To Move,Yelahanka,2 BHK,1305,2.0,1.0,78.0
3,18-Sep,Talaghattapura,3 BHK,1257,2.0,2.0,40.22
3,Ready To Move,Subash Nagar,2 BHK,1150,2.0,2.0,45.0
3,Ready To Move,Stage-4 Bommanahalli,2 BHK,1194,2.0,0.0,55.0
0,Ready To Move,Chokkahalli,3 Bedroom,2000,3.0,1.0,90.0
2,Ready To Move,Anekal,3 Bedroom,1500,4.0,1.0,99.0
0,Ready To Move,Bellari Road,2 BHK,1025,2.0,0.0,42.5
0,Ready To Move,Horamavu Agara,2 BHK,980,2.0,1.0,38.19
2,Ready To Move,Hosakerehalli,3 Bedroom,1200,2.0,1.0,100.0
3,Ready To Move,Whitefield,3 BHK,2225,3.0,1.0,149.0
3,Ready To Move,Ashirvad Colony,2 BHK,1022,2.0,2.0,57.0
2,Ready To Move,Sidedahalli,4 Bedroom,882,3.0,0.0,72.0
0,Ready To Move,Narayanapura,2 BHK,1153,2.0,2.0,45.0
3,Ready To Move,Pai Layout,2 BHK,1175,2.0,2.0,60.0
0,Ready To Move,Vidyaranyapura,3 BHK,1560,3.0,3.0,68.0
0,Ready To Move,Yelahanka New Town,1 BHK,650,1.0,1.0,17.0
2,Ready To Move,Vishwapriya Nagar,3 Bedroom,600,3.0,2.0,65.0
3,Ready To Move,Billekahalli,2 BHK,1350,3.0,2.0,55.0
2,Ready To Move,Akshya Nagar,2 Bedroom,1200,2.0,1.0,76.0
3,Ready To Move,Telecom Layout,2 BHK,1200,1.0,1.0,54.0
3,Ready To Move,Chandapura,2 BHK,800,2.0,1.0,25.0
3,20-Dec,Electronic City,4 BHK,2093,4.0,1.0,104.0
3,18-Oct,Uttarahalli,3 BHK,1320,2.0,2.0,55.44
3,Ready To Move,Bannerghatta Road,2 BHK,1275,2.0,1.0,73.0
3,Ready To Move,Begur Road,2 BHK,1215,2.0,2.0,43.13
3,Ready To Move,Kanakapura,2 BHK,1130,2.0,1.0,45.2
3,Ready To Move,Begur Road,3 BHK,1444,2.0,2.0,71.5
3,Ready To Move,Vikram Nagar,2 BHK,950,2.0,2.0,38.0
3,Ready To Move,Padmanabhanagar,2 BHK,1000,1.0,2.0,90.0
3,Ready To Move,Banashankari Stage II,3 BHK,1240,2.0,2.0,59.52
2,Ready To Move,2nd Stage Nagarbhavi,4 Bedroom,600,4.0,2.0,125.0
3,Ready To Move,Hennur,2 BHK,1231,2.0,2.0,50.0
3,Ready To Move,Benson Town,2 BHK,1300,2.0,1.0,120.0
3,18-Aug,Yeshwanthpur,3 BHK,1713,3.0,2.0,110.0
3,Ready To Move,Kogilu,2 BHK,1200,2.0,1.0,53.33
0,Ready To Move,Sarjapur  Road,3 Bedroom,3004,4.0,2.0,158.0
0,Ready To Move,Sonnenahalli,3 BHK,1310,2.0,0.0,46.0
3,Ready To Move,Jalahalli,2 BHK,790,2.0,1.0,49.5
3,Ready To Move,Koramangala,3 BHK,1744,3.0,1.0,200.0
3,Ready To Move,Amblipura,3 BHK,1605,3.0,2.0,100.0
3,Ready To Move,Whitefield,2 BHK,1250,2.0,2.0,82.0
3,Ready To Move,Malleshwaram,3 BHK,2476,3.0,3.0,337.0
0,Ready To Move,Subramanyapura,3 BHK,1260,2.0,2.0,76.0
3,18-Aug,Rajaji Nagar,3 BHK,1615,3.0,1.0,175.0
3,Ready To Move,Yelahanka,2 BHK,1180,2.0,1.0,56.0
3,Ready To Move,Uttarahalli,3 BHK,1255,2.0,2.0,50.19
3,Ready To Move,Electronic City,2 BHK,1025,2.0,1.0,53.9
3,Ready To Move,Sarjapur  Road,3 BHK,1877,4.0,2.0,150.0
0,Ready To Move,Lakshminarayana Pura,3 BHK,1649,3.0,2.0,150.0
2,Ready To Move,5th Block Hbr Layout,9 Bedroom,2600,12.0,2.0,675.0
0,Ready To Move,Hennur,5 Bedroom,2500,5.0,2.0,125.0
0,Ready To Move,Doddakammanahalli,3 BHK,1542,3.0,2.0,98.0
3,Ready To Move,Thigalarapalya,2 BHK,1418,2.0,2.0,105.0
0,Ready To Move,Sarvabhouma Nagar,2 BHK,1012,2.0,0.0,42.0
2,Ready To Move,Chandapura,2 Bedroom,1200,2.0,1.0,65.0
3,Ready To Move,Sarjapur  Road,2 BHK,1115,2.0,2.0,43.0
3,Ready To Move,Green Glen Layout,3 BHK,1680,4.0,3.0,95.0
3,Ready To Move,Old Madras Road,2 BHK,1171,2.0,2.0,72.0
3,Ready To Move,Tumkur Road,2 BHK,1027,2.0,1.0,68.62
3,Ready To Move,Shampura,3 BHK,1700,3.0,3.0,75.0
3,Ready To Move,Kanakapura,2 BHK,1090,2.0,2.0,38.15
3,18-Jan,Hennur Road,2 BHK,1232,2.0,1.0,74.0
3,Ready To Move,Anekal,2 BHK,766,2.0,2.0,28.0
2,Ready To Move,Banashankari Stage III,5 Bedroom,1200,5.0,0.0,180.0
3,21-Dec,Kanakpura Road,1 BHK,525,1.0,1.0,27.0
3,18-Aug,Hosa Road,3 BHK,142.61Sq. Meter,3.0,1.0,109.0
0,Ready To Move,JP Nagar,3 BHK,1452,2.0,1.0,41.0
3,Ready To Move,Choodasandra,3 BHK,1254,2.0,1.0,65.0
0,Ready To Move,MS Pallya,5 Bedroom,3600,5.0,0.0,110.0
3,19-Jul,Kanakpura Road,3 BHK,1593,3.0,1.0,118.0
3,Ready To Move,ITI Layout,2 BHK,1333,2.0,2.0,77.27
0,Ready To Move,Herohalli,3 Bedroom,1100,3.0,1.0,110.0
3,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1375,2.0,1.0,54.99
3,Ready To Move,Ardendale,3 BHK,1650,3.0,3.0,82.0
3,Ready To Move,Thanisandra,3 BHK,1430,2.0,2.0,51.48
0,Ready To Move,Electronic City,2 BHK,940,2.0,1.0,54.0
3,Ready To Move,Electronic City,1 BHK,435,1.0,1.0,21.0
3,Ready To Move,Begur Road,2 BHK,1160,2.0,2.0,36.54
3,18-Mar,Electronic City,3 BHK,1500,2.0,1.0,77.5
3,Ready To Move,Koramangala,3 BHK,1890,2.0,1.0,100.0
0,Ready To Move,Doopanahalli,2 BHK,1050,2.0,1.0,70.0
2,Ready To Move,Singasandra,6 Bedroom,1200,6.0,3.0,220.0
3,Ready To Move,Haralur Road,2 BHK,1027,2.0,2.0,43.0
3,18-Dec,Whitefield,3 BHK,1390 - 1600,2.0,2.0,61.28
2,Ready To Move,Seegehalli,3 Bedroom,3000,4.0,2.0,235.0
3,Ready To Move,Tumkur Road,3 BHK,1459,2.0,1.0,95.0
3,21-Mar,Yelahanka,3 BHK,1711,3.0,3.0,85.61
3,22-Jun,Hoodi,2 BHK,1250,2.0,2.0,98.0
3,18-Sep,Chandapura,1 BHK,645,1.0,1.0,16.45
2,Ready To Move,Anandapura,2 Bedroom,875,2.0,1.0,57.0
0,18-Feb,Ramamurthy Nagar,2 BHK,1334,2.0,1.0,67.0
0,18-Dec,Huskur,2 BHK,1140,2.0,1.0,32.92
3,Ready To Move,Sarjapur  Road,2 BHK,1115,2.0,2.0,50.0
2,Ready To Move,Amruthahalli,3 Bedroom,1200,5.0,2.0,200.0
3,18-Aug,Rajaji Nagar,3 BHK,1776,3.0,1.0,190.0
3,Ready To Move,Thigalarapalya,3 BHK,2072,4.0,2.0,160.0
2,Ready To Move,Kundalahalli,3 Bedroom,1600,3.0,2.0,170.0
2,Ready To Move,Lakshmi Layout,6 Bedroom,1200,4.0,2.0,115.0
3,Ready To Move,Kengeri Satellite Town,2 BHK,920,2.0,3.0,39.0
3,19-Feb,Chandapura,2 BHK,598 - 958,2.0,0.0,25.29
2,Ready To Move,Nagasandra,4 Bedroom,1310,3.0,3.0,95.0
3,Ready To Move,Electronic City,3 BHK,1631,3.0,2.0,80.0
3,21-Dec,Kanakpura Road,1 BHK,525,1.0,1.0,27.5
0,Ready To Move,Jalahalli,3 BHK,1395,3.0,3.0,82.0
3,Ready To Move,Devi Nagar,3 BHK,2000,3.0,2.0,105.0
3,18-Jul,Hennur Road,2 BHK,1232,2.0,1.0,66.0
3,Ready To Move,Virupakshapura,2 BHK,1075,2.0,1.0,55.0
3,Ready To Move,Gubbalala,2 BHK,1205,2.0,2.0,70.0
2,Ready To Move,Muthyala Nagar,4 Bedroom,1200,4.0,2.0,165.0
3,Ready To Move,Rajiv Nagar,4 BHK,2340,5.0,1.0,129.0
3,Ready To Move,Rayasandra,3 BHK,1179,2.0,1.0,55.0
3,Ready To Move,Kodigehaali,2 BHK,1013,2.0,1.0,51.0
3,Ready To Move,Uttarahalli,2 BHK,1160,2.0,2.0,40.6
2,Ready To Move,Thyagaraja Nagar,8 Bedroom,1500Cents,6.0,2.0,290.0
3,Ready To Move,7th Phase JP Nagar,2 BHK,1200,2.0,2.0,62.5
2,Ready To Move,Nrupathunga Nagar,7 Bedroom,1200,5.0,0.0,80.0
3,Ready To Move,Uttarahalli,3 BHK,1255,2.0,3.0,50.19
0,Ready To Move,Richmond Town,3 BHK,1100,2.0,1.0,145.0
0,Ready To Move,Samethanahalli,2 BHK,1069,2.0,1.0,55.0
2,Ready To Move,Kyalasanahalli,3 Bedroom,1200,3.0,2.0,99.0
3,Ready To Move,Kudlu Gate,1 BHK,1400,1.0,1.0,285.0
3,Ready To Move,Marathahalli,2 BHK,1065,2.0,2.0,55.0
0,Ready To Move,Lakshminarayana Pura,2 BHK,1395,2.0,0.0,75.0
0,Ready To Move,Hebbal Kempapura,3 BHK,1725,2.0,1.0,165.0
0,Ready To Move,Coconut Grove Layout,2 BHK,1007,2.0,2.0,43.0
0,Ready To Move,Kengeri,3 BHK,1436,2.0,2.0,55.0
3,Ready To Move,Amrita Nagar,6 BHK,4250,6.0,3.0,150.0
3,19-Jun,Hebbal,3 BHK,1645,3.0,2.0,117.0
2,Ready To Move,Kengeri,2 Bedroom,1200,2.0,0.0,58.0
3,19-Apr,Mysore Road,2 BHK,940,2.0,1.0,43.61
0,Ready To Move,KR Puram,6 Bedroom,4300,6.0,2.0,175.0
3,20-Dec,Hebbal,3 BHK,2850,5.0,3.0,343.0
0,Ready To Move,Indira Nagar,3 BHK,1740,3.0,2.0,191.0
3,18-May,Haralur Road,2 BHK,1194,2.0,2.0,47.0
3,Ready To Move,Sadashiva Nagar,3 BHK,3761,3.0,2.0,650.0
3,Ready To Move,Dodda Nekkundi,3 BHK,1829,3.0,2.0,125.0
2,Ready To Move,Whitefield,4 Bedroom,1800,4.0,3.0,178.0
3,Ready To Move,Austin Town,2 BHK,1000,2.0,1.0,60.0
0,Ready To Move,Venkatapura,3 Bedroom,5720,3.0,0.0,350.0
2,Ready To Move,Vignana Nagar,5 Bedroom,800,4.0,2.0,98.0
3,Ready To Move,Kadabagere,2 BHK,675,1.0,1.0,15.0
3,Ready To Move,Hebbal,2 BHK,1390,2.0,2.0,95.0
3,Ready To Move,Lakshminarayana Pura,3 BHK,1500,3.0,2.0,104.0
3,21-Jun,Vijayanagar,3 BHK,2047,3.0,2.0,136.0
3,Ready To Move,Jakkur,2 BHK,1202,2.0,1.0,79.0
3,Ready To Move,Kodbisanhalli,2 BHK,1012,2.0,1.0,59.0
3,Ready To Move,Gunjur,3 BHK,2132,3.0,3.0,80.0
2,Ready To Move,Raja Rajeshwari Nagar,4 Bedroom,1350,4.0,3.0,340.0
3,Ready To Move,Whitefield,1 BHK,605,1.0,1.0,40.0
3,Ready To Move,Harlur,2 BHK,1331,2.0,1.0,88.0
2,18-May,Margondanahalli,2 Bedroom,1200,2.0,0.0,69.0
0,Ready To Move,Kumara Park,2 BHK,1150,2.0,0.0,250.0
2,Ready To Move,Sahakara Nagar,2 Bedroom,1200,2.0,1.0,136.0
0,Ready To Move,Anand Nagar,2 Bedroom,1800,2.0,0.0,300.0
2,Ready To Move,Kammanahalli,3 Bedroom,600,2.0,1.0,50.0
3,Ready To Move,Akshaya Vana,3 BHK,1280,2.0,2.0,49.0
3,Ready To Move,Balagere,2 BHK,1007,2.0,1.0,62.0
3,18-May,Thanisandra,3 BHK,1370,2.0,1.0,61.0
3,Ready To Move,Kalkere,2 BHK,925,2.0,2.0,35.0
3,Ready To Move,TC Palaya,2 BHK,1500,2.0,0.0,75.0
0,Ready To Move,Attibele,1 BHK,450,1.0,1.0,12.5
